Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2025-10-25 00:54:29,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00762212680943286093378269680083,0.0086965491217322540665552021732639255968,supercharger_reward_to_app_credited,
2025-10-24 00:54:30,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00754911175753071032283421671938,0.0086132417980195264794228378289918554048,supercharger_reward_to_app_credited,
2025-10-23 00:57:10,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00740456774690945941738004221104,0.0084483227248988538499349736459487209984,supercharger_reward_to_app_credited,
2025-10-22 00:57:14,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.0074989100970023466761653423627,0.008555963663229490585890418140874860192,supercharger_reward_to_app_credited,
2025-10-21 00:59:10,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00772131769562084412289013620753,0.0088097220504605461064630877818741880288,supercharger_reward_to_app_credited,
2025-10-20 00:59:18,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00764186052755182960076730671138,0.0087190645237016419510478830020305677248,supercharger_reward_to_app_credited,
2025-10-19 00:56:23,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00751862634842620321900541868184,0.0085784591363816553139115127444341009664,supercharger_reward_to_app_credited,
2025-10-18 00:54:25,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00745993047180764981688245891135,0.008511489432646909070414034526654450896,supercharger_reward_to_app_credited,
2025-10-17 05:40:10,Card Cashback,CRO,1.5392177,,,EUR,0.2,0.228192192,referral_card_cashback,
2025-10-17 00:54:25,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00752727983502819121538452381161,0.0085883324267624066761686930572374047456,supercharger_reward_to_app_credited,
2025-10-16 14:46:20,Card Cashback,CRO,1.79442089,,,EUR,0.25,0.28524024,referral_card_cashback,
2025-10-16 00:55:05,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00771615331936823529886382710067,0.0088038296987735683400975590780544598432,supercharger_reward_to_app_credited,
2025-10-15 15:59:36,Card Cashback,CRO,0.67482345,,,EUR,0.1,0.114096096,referral_card_cashback,
2025-10-15 15:49:00,Card Cashback,CRO,1.7268004,,,EUR,0.24,0.2738306304,referral_card_cashback,
2025-10-15 07:29:23,Card Cashback,CRO,0.47479716,,,EUR,0.07,0.0798672672,referral_card_cashback,
2025-10-15 07:28:42,Card Cashback,CRO,0.17789883,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-10-15 00:49:27,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00799679562902021787167329609073,0.0091240316178107116422735207140435479008,supercharger_reward_to_app_credited,
2025-10-14 20:16:04,Mystery Box Rewards,CRO,2.5,,,EUR,0.34,0.3879267264,rewards_platform_deposit_credited,
2025-10-14 16:45:52,Card Cashback,CRO,1.86836973,,,EUR,0.27,0.3080594592,referral_card_cashback,
2025-10-13 09:30:53,Card Cashback,CRO,7.33504368,,,EUR,1.13,1.2892858848,referral_card_cashback,
2025-10-13 02:12:26,CRO Pool Rewards,ETH,0.0000023,,,EUR,0.00811674948379654813233662574359,0.0092608942831120140017570035515671602464,supercharger_reward_to_app_credited,
2025-10-13 00:40:22,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00590606335402746976514809801776,0.0067385877142320017696143484565175466496,supercharger_reward_to_app_credited,
2025-10-12 00:36:39,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00531166756431403797459571548227,0.0060604053233806065089711831485376421792,supercharger_reward_to_app_credited,
2025-10-11 19:34:06,Card Cashback,CRO,22.04479442,,,EUR,3.14,3.5826174144,referral_card_cashback,
2025-10-11 17:49:09,Card Cashback,CRO,2.31556744,,,EUR,0.34,0.3879267264,referral_card_cashback,
2025-10-11 13:01:54,Card Cashback,CRO,1.67862015,,,EUR,0.24,0.2738306304,referral_card_cashback,
2025-10-11 12:31:25,Card Cashback,CRO,8.57550961,,,EUR,1.23,1.4033819808,referral_card_cashback,
2025-10-11 00:37:11,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00560799999923410272071422364693,0.0063985090628061411049647124978559538528,supercharger_reward_to_app_credited,
2025-10-10 20:17:00,Card Cashback,CRO,9.49859676,,,EUR,1.54,1.7570798784,referral_card_cashback,
2025-10-10 00:36:30,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00672082050135333386546843130813,0.0076681938112117811063453722350180606048,supercharger_reward_to_app_credited,
2025-10-09 09:17:11,Card Cashback,CRO,2.94103069,,,EUR,0.49,0.5590708704,referral_card_cashback,
2025-10-09 00:40:28,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00689112694928474393767933122817,0.0078625068195377927564887899302508222432,supercharger_reward_to_app_credited,
2025-10-08 00:36:28,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00657186705696118662884810347184,0.0074982437463028101787896958314098993664,supercharger_reward_to_app_credited,
2025-10-07 20:01:28,Card Cashback,CRO,38.0279774,,,EUR,6.69,7.6330288224,referral_card_cashback,
2025-10-07 00:39:14,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00694310455460427729471028082263,0.0079218112380016686422788449292575145248,supercharger_reward_to_app_credited,
2025-10-06 13:29:29,Card Cashback,CRO,0.09344448,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-10-06 00:37:09,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00681645316662116875046152045112,0.0077773069487831286538485768169695082752,supercharger_reward_to_app_credited,
2025-10-05 12:11:04,Card Cashback,CRO,4.70740169,,,EUR,0.86,0.9812264256,referral_card_cashback,
2025-10-04 15:36:56,Card Cashback,CRO,5.92464214,,,EUR,1.07,1.2208282272,referral_card_cashback,
2025-10-04 01:09:17,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00687459750251347558981695756846,0.0078436473660813775218941221315893873216,supercharger_reward_to_app_credited,
2025-10-04 00:28:24,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012217092754052086684160702141,0.0001393922587707231271316321150906941536,supercharger_reward_to_app_credited,
2025-10-03 13:45:43,Card Cashback,CRO,5.59300255,,,EUR,1.04,1.1865993984,referral_card_cashback,
2025-10-03 01:06:14,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00687180942272124527998675041161,0.0078404662758850778270491515369109407456,supercharger_reward_to_app_credited,
2025-10-03 00:29:24,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012740363568992275945173598067,0.0001453625744842645339499017581717846432,supercharger_reward_to_app_credited,
2025-10-02 16:19:54,Card Cashback,CRO,6.74327157,,,EUR,1.3,1.483249248,referral_card_cashback,
2025-10-02 11:26:08,Card Cashback,CRO,0.04381607,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-10-02 09:21:35,Card Cashback,CRO,1.6691904,,,EUR,0.33,0.3765171168,referral_card_cashback,
2025-10-02 07:16:11,Card Cashback,CRO,0.18342242,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-10-02 01:07:10,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00657641519586033672518400227746,0.0075034329952273978158891954151329479616,supercharger_reward_to_app_credited,
2025-10-02 00:28:26,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012393189996764947172959001884,0.0001414014595617133102080858883021044864,supercharger_reward_to_app_credited,
2025-10-01 14:15:46,Card Cashback,CRO,6.3008917,,,EUR,1.11,1.2664666656,referral_card_cashback,
2025-10-01 09:43:01,Card Cashback,CRO,0.04862645,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-10-01 09:39:30,Card Cashback,CRO,0.04844092,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-10-01 01:06:21,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00615280868164519635505890905722,0.0070201145001062376126565137344784261312,supercharger_reward_to_app_credited,
2025-10-01 00:28:16,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012069824045173986270838561612,0.0001377119802961279474260278526184666752,supercharger_reward_to_app_credited,
2025-09-30 01:08:05,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00630930695199259650327074089222,0.0071986729168801468192644276682985877312,supercharger_reward_to_app_credited,
2025-09-30 00:24:32,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00011781648947493368800686805611,0.0001344240149351502366046566638925994656,supercharger_reward_to_app_credited,
2025-09-29 01:06:13,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00626644270069938107333159362518,0.0071497664795749585008342454609152529728,supercharger_reward_to_app_credited,
2025-09-29 00:27:34,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012204322877140157880910648013,0.0001392465594605179659035537863113457248,supercharger_reward_to_app_credited,
2025-09-28 01:11:05,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.0060554963225124241748712545181,0.006909084897410245098488314431375713376,supercharger_reward_to_app_credited,
2025-09-28 00:25:21,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00011786943155405583759746802121,0.0001344844197805698403588112070490619616,supercharger_reward_to_app_credited,
2025-09-27 01:07:06,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00610206708907224197418926604973,0.0069622203239322707122232802137953485408,supercharger_reward_to_app_credited,
2025-09-27 00:28:21,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012018976852136861261898649834,0.0001371318336743185127676269493730448064,supercharger_reward_to_app_credited,
2025-09-26 01:03:36,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00582754809684273916030051062651,0.0066490048710198646413660644929130510496,supercharger_reward_to_app_credited,
2025-09-26 00:28:15,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012048415119614002989582903932,0.0001374677128135330768043738006984249472,supercharger_reward_to_app_credited,
2025-09-25 01:00:56,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00626555018446933464492462581645,0.007148748153400309147034460199177575792,supercharger_reward_to_app_credited,
2025-09-25 00:25:25,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012511951708833451163987301877,0.0001427564843318425492017606937739172192,supercharger_reward_to_app_credited,
2025-09-24 01:03:30,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00632109989429749896190817168481,0.0072121282036535729411777509973456350176,supercharger_reward_to_app_credited,
2025-09-24 00:24:30,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012641635653938238125060843343,0.0001442361275168759995187801987903888928,supercharger_reward_to_app_credited,
2025-09-23 01:02:22,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00644235517648171567964012031769,0.0073504757468195477442892441321870873824,supercharger_reward_to_app_credited,
2025-09-23 00:25:31,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00012819995793558081411093426273,0.0001462711470781399038255931029013130208,supercharger_reward_to_app_credited,
2025-09-22 01:09:14,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.0069419917836027719590844704714,0.007920541609731530953098098150140196544,supercharger_reward_to_app_credited,
2025-09-22 01:09:14,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.0069419917836027719590844704714,0.007920541609731530953098098150140196544,supercharger_reward_to_app_credited,
2025-09-22 00:26:25,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00013236103170304828799813549907,0.0001510187697985004096007091572289863072,supercharger_reward_to_app_credited,
2025-09-21 09:32:10,Card Cashback,CRO,9.36804805,,,EUR,1.85,2.110777776,referral_card_cashback,
2025-09-21 00:24:39,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014346278652688267895643325479,0.0001636854386399871271895038845611229984,supercharger_reward_to_app_credited,
2025-09-20 13:30:05,Card Cashback,CRO,0.38143162,,,EUR,0.08,0.0912768768,referral_card_cashback,
2025-09-20 01:00:56,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.0071514697493757663085284192053,0.008159547790658733728114241363761525088,supercharger_reward_to_app_credited,
2025-09-20 00:27:27,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014554530372659745328670609,0.0001660615094633902078355553356842464,supercharger_reward_to_app_credited,
2025-09-19 17:19:32,Card Cashback,CRO,12.56216333,,,EUR,2.53,2.8866312288,referral_card_cashback,
2025-09-19 16:40:01,Card Cashback,CRO,4.2832732,,,EUR,0.86,0.9812264256,referral_card_cashback,
2025-09-19 10:17:56,Card Cashback,CRO,0.04208605,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-09-19 06:58:49,Card Cashback,CRO,0.12691991,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-09-19 05:50:28,Card Cashback,CRO,7.33652473,,,EUR,1.49,1.7000318304,referral_card_cashback,
2025-09-19 01:04:17,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00734165893558416143484917301301,0.0083765462271366829915004898961299820896,supercharger_reward_to_app_credited,
2025-09-19 00:29:26,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014673290668204994939552083849,0.0001674165180715421250302648755835553504,supercharger_reward_to_app_credited,
2025-09-18 03:36:20,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00721112526373667179477250687691,0.0082276124035932462381685624278858354336,supercharger_reward_to_app_credited,
2025-09-18 01:03:20,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00721187661003292183737374292617,0.0082284696603847081311749096078361323232,supercharger_reward_to_app_credited,
2025-09-18 00:26:19,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014449760668854718015298319442,0.0001648661280450672116726406523693098432,supercharger_reward_to_app_credited,
2025-09-17 17:37:39,Card Cashback,CRO,1.11225345,,,EUR,0.22,0.2510114112,referral_card_cashback,
2025-09-17 00:24:15,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014239892371642981408993234262,0.0001624716127064645284566707319707641152,supercharger_reward_to_app_credited,
2025-09-16 16:35:12,Card Cashback,CRO,3.93481135,,,EUR,0.78,0.8899495488,referral_card_cashback,
2025-09-16 01:04:24,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00696903500336453633878511913331,0.0079513968677124046110551547600557455776,supercharger_reward_to_app_credited,
2025-09-16 00:26:09,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00014415117802208880511051451247,0.0001644708664612133442841455442417031712,supercharger_reward_to_app_credited,
2025-09-15 21:03:29,Card Cashback,CRO,0.72850856,,,EUR,0.15,0.171144144,referral_card_cashback,
2025-09-15 20:58:03,Card Cashback,CRO,0.77042324,,,EUR,0.15,0.171144144,referral_card_cashback,
2025-09-15 16:50:28,Card Cashback,CRO,6.59407265,,,EUR,1.31,1.4946588576,referral_card_cashback,
2025-09-15 14:00:06,Card Cashback,CRO,0.59585654,,,EUR,0.12,0.1369153152,referral_card_cashback,
2025-09-15 11:04:05,Mystery Box Rewards,CRO,2.2,,,EUR,0.42,0.4792036032,rewards_platform_deposit_credited,
2025-09-15 01:04:29,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00717243473084878154027626603631,0.0081834680160465674010238871620036524576,supercharger_reward_to_app_credited,
2025-09-15 00:24:22,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00015576495717163305433332511609,0.0001777217350689053344398827844461578464,supercharger_reward_to_app_credited,
2025-09-14 01:20:16,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00728170054074274231681788179024,0.0083081360393983583868291545525587490304,supercharger_reward_to_app_credited,
2025-09-14 00:32:49,Card Cashback,CRO,0.27874581,,,EUR,0.06,0.0684576576,referral_card_cashback,
2025-09-14 00:25:12,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.0001588775814496062969848139239,0.000181273117853220992229838400034310944,supercharger_reward_to_app_credited,
2025-09-13 01:21:14,CRO Pool Rewards,SOL,0.00003568,,,EUR,0.00723154513888564067549107216466,0.0082509106839462939153233421684197516736,supercharger_reward_to_app_credited,
2025-09-13 00:24:22,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00016444972684217346591575837286,0.0001876307182095840061577709522263835456,supercharger_reward_to_app_credited,
2025-09-12 13:07:13,Card Cashback,CRO,0.81251485,,,EUR,0.18,0.2053729728,referral_card_cashback,
2025-09-12 10:26:21,Card Cashback,CRO,0.03861835,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-09-12 07:32:22,Card Cashback,CRO,0.07659687,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-09-12 05:27:45,Card Cashback,CRO,4.45631022,,,EUR,0.99,1.1295513504,referral_card_cashback,
2025-09-12 00:59:27,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00016751147965778928337550232563,0.0001911240586413717322378251739330374048,supercharger_reward_to_app_credited,
2025-09-11 00:56:20,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00017241374406817658990255922758,0.0001967173509492210674647502827565352768,supercharger_reward_to_app_credited,
2025-09-10 19:34:46,Card Cashback,CRO,2.09055601,,,EUR,0.47,0.5362516512,referral_card_cashback,
2025-09-10 15:55:14,Card Cashback,CRO,1.4621645,,,EUR,0.33,0.3765171168,referral_card_cashback,
2025-09-10 13:24:34,Supercharger Deposit (via app),CRO,-143.3,,,EUR,30.58217340196903157828981986869463,34.8930659235970521598358680356128989916448,supercharger_deposit,
2025-09-10 05:11:07,Card Cashback,CRO,0.03834616,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-09-10 00:59:16,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00016370361678235659783455285703,0.0001867794357594696949276453489276915488,supercharger_reward_to_app_credited,
2025-09-09 10:47:32,Card Cashback,CRO,0.07978362,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-09-09 00:56:09,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00016126521133314468709613334422,0.0001839973103372676420081039127092616512,supercharger_reward_to_app_credited,
2025-09-08 23:09:43,Card Cashback,CRO,5.97990016,,,EUR,1.31,1.4946588576,referral_card_cashback,
2025-09-08 00:58:20,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.0001698987179211163034048377748,0.000193847804302046061804434976180071808,supercharger_reward_to_app_credited,
2025-09-07 00:58:14,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.0001730265604267769910913007194,0.000197416550490033485461441916455314624,supercharger_reward_to_app_credited,
2025-09-06 10:19:10,Card Cashback,CRO,1.3670638,,,EUR,0.32,0.3651075072,referral_card_cashback,
2025-09-06 09:44:19,Card Cashback,CRO,2.13200567,,,EUR,0.5,0.57048048,referral_card_cashback,
2025-09-06 00:55:07,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.00017729180020722346709145473166,0.0002022830225645618859471945984313359936,supercharger_reward_to_app_credited,
2025-09-05 11:03:11,Card Cashback,CRO,1.28891271,,,EUR,0.3,0.342288288,referral_card_cashback,
2025-09-05 08:55:17,Card Cashback,CRO,3.59002539,,,EUR,0.84,0.9584072064,referral_card_cashback,
2025-09-04 15:43:40,Card Cashback,CRO,0.48415268,,,EUR,0.11,0.1255057056,referral_card_cashback,
2025-09-04 15:03:18,Card Cashback,CRO,0.44390502,,,EUR,0.1,0.114096096,referral_card_cashback,
2025-09-04 05:10:16,CRO Pool Rewards,BARA,174.15258021,,,EUR,0.000175661417921472230046885665,0.0002004228200266441602076355133486384,supercharger_reward_to_app_credited,
2025-09-03 15:34:19,Card Cashback,CRO,0.75593345,,,EUR,0.18,0.2053729728,referral_card_cashback,
2025-09-03 14:35:07,Card Cashback,CRO,0.28868168,,,EUR,0.07,0.0798672672,referral_card_cashback,
2025-09-03 09:19:21,Card Cashback,CRO,3.94073604,,,EUR,0.9,1.026864864,referral_card_cashback,
2025-09-02 10:56:36,Card Cashback,CRO,0.65595668,,,EUR,0.16,0.1825537536,referral_card_cashback,
2025-09-02 09:52:47,Card Cashback,CRO,12.74769292,,,EUR,3.02,3.4457020992,referral_card_cashback,
2025-09-01 12:38:24,Card Cashback,CRO,4.08156585,,,EUR,1.0,1.14096096,referral_card_cashback,
2025-09-01 12:35:13,Card Cashback,CRO,4.08435511,,,EUR,1.0,1.14096096,referral_card_cashback,
2025-08-30 19:29:20,Card Cashback,CRO,1.42407121,,,EUR,0.4,0.456384384,referral_card_cashback,
2025-08-30 10:20:12,Card Cashback,CRO,0.78363302,,,EUR,0.22,0.2510114112,referral_card_cashback,
2025-08-29 08:01:29,Card Cashback,CRO,0.09731227,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-27 16:51:01,Mystery Box Rewards,CRO,1.4,,,EUR,0.31,0.3536978976,rewards_platform_deposit_credited,
2025-08-27 14:05:57,Card Cashback,CRO,4.07409996,,,EUR,0.92,1.0496840832,referral_card_cashback,
2025-08-26 07:57:12,Card Cashback,CRO,0.12381081,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-08-25 16:50:20,Card Cashback,CRO,3.58968586,,,EUR,0.51,0.5818900896,referral_card_cashback,
2025-08-24 10:36:39,Card Cashback,CRO,0.75557793,,,EUR,0.1,0.114096096,referral_card_cashback,
2025-08-24 09:17:58,Card Cashback,CRO,0.54969915,,,EUR,0.08,0.0912768768,referral_card_cashback,
2025-08-23 19:23:56,Card Cashback,CRO,3.82748107,,,EUR,0.52,0.5932996992,referral_card_cashback,
2025-08-23 08:11:56,Card Cashback,CRO,0.57388874,,,EUR,0.08,0.0912768768,referral_card_cashback,
2025-08-22 18:25:46,Card Cashback,CRO,0.57386062,,,EUR,0.08,0.0912768768,referral_card_cashback,
2025-08-22 07:29:23,Card Cashback,CRO,0.2019016,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-21 13:55:41,Card Cashback,CRO,1.79133274,,,EUR,0.22,0.2510114112,referral_card_cashback,
2025-08-20 14:55:58,Card Cashback,CRO,17.73288572,,,EUR,2.22,2.5329333312,referral_card_cashback,
2025-08-20 07:31:35,Card Cashback,CRO,0.13753169,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-08-20 04:22:40,Card Cashback,CRO,2.01974326,,,EUR,0.25,0.28524024,referral_card_cashback,
2025-08-19 19:10:49,Card Cashback,CRO,0.77821844,,,EUR,0.1,0.114096096,referral_card_cashback,
2025-08-19 13:13:27,Card Cashback,CRO,1.08390678,,,EUR,0.14,0.1597345344,referral_card_cashback,
2025-08-18 15:12:50,Card Cashback,CRO,13.59197813,,,EUR,1.74,1.9852720704,referral_card_cashback,
2025-08-18 05:46:02,Card Cashback,CRO,0.06783972,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-17 11:40:48,Card Cashback,CRO,2.55790457,,,EUR,0.34,0.3879267264,referral_card_cashback,
2025-08-17 10:48:53,Card Cashback,CRO,0.96171233,,,EUR,0.13,0.1483249248,referral_card_cashback,
2025-08-16 19:34:50,Card Cashback,CRO,1.04273124,,,EUR,0.14,0.1597345344,referral_card_cashback,
2025-08-16 18:54:20,Card Cashback,CRO,4.98331519,,,EUR,0.65,0.741624624,referral_card_cashback,
2025-08-16 09:55:01,Card Cashback,CRO,3.93000922,,,EUR,0.52,0.5932996992,referral_card_cashback,
2025-08-14 17:21:59,Card Cashback,CRO,12.17838039,,,EUR,1.64,1.8711759744,referral_card_cashback,
2025-08-14 11:39:43,Card Cashback,CRO,0.96993776,,,EUR,0.14,0.1597345344,referral_card_cashback,
2025-08-14 10:56:47,Card Cashback Reversal,CRO,-0.06011593,,,EUR,0.01,0.0114096096,card_cashback_reverted,
2025-08-14 10:56:32,Card Cashback,CRO,0.06011593,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-14 07:41:33,Card Cashback,CRO,0.17788772,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-13 15:13:27,Card Cashback,CRO,2.59558436,,,EUR,0.38,0.4335651648,referral_card_cashback,
2025-08-13 09:18:27,Mystery Box Rewards,CRO,2.1,,,EUR,0.29,0.3308786784,rewards_platform_deposit_credited,
2025-08-13 09:18:17,Mystery Box Rewards,CRO,2.5,,,EUR,0.35,0.399336336,rewards_platform_deposit_credited,
2025-08-13 09:17:49,Mystery Box Rewards,CRO,2.4,,,EUR,0.34,0.3879267264,rewards_platform_deposit_credited,
2025-08-13 09:17:28,Mystery Box Rewards,CRO,0.8,,,EUR,0.11,0.1255057056,rewards_platform_deposit_credited,
2025-08-13 09:17:12,Mystery Box Rewards,CRO,3.1,,,EUR,0.43,0.4906132128,rewards_platform_deposit_credited,
2025-08-13 09:16:58,Mystery Box Rewards,CRO,3.1,,,EUR,0.44,0.5020228224,rewards_platform_deposit_credited,
2025-08-13 09:16:32,Mystery Box Rewards,CRO,2.8,,,EUR,0.39,0.4449747744,rewards_platform_deposit_credited,
2025-08-13 07:44:35,Supercharger Deposit (via app),CRO,-1394.2,,,EUR,195.53679930078775486026885089797818,223.0998542455541255416170139786540463118528,supercharger_deposit,
2025-08-13 07:43:50,Supercharger Withdrawal (via app),CRO,1391.7,,,EUR,194.924179861162343856425085288262,222.40087938160445456227686747857728825152,supercharger_withdrawal,
2025-08-13 06:09:46,Card Cashback,CRO,2.51500564,,,EUR,0.36,0.4107459456,referral_card_cashback,
2025-08-12 19:16:24,Supercharger Deposit (via app),CRO,-1391.7,,,EUR,192.80610208563762166488363104622386,219.9842353294871030268824259667853796805056,supercharger_deposit,
2025-08-12 07:31:05,Card Cashback,CRO,0.17653806,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-09 11:56:30,Card Cashback,CRO,5.45439369,,,EUR,0.78,0.8899495488,referral_card_cashback,
2025-08-08 07:55:49,Card Cashback,CRO,0.19494443,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-08 07:29:09,Card Cashback,CRO,0.06507578,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-07 07:23:58,Card Cashback,CRO,0.20386363,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-06 15:13:52,Card Cashback,CRO,2.22020277,,,EUR,0.28,0.3194690688,referral_card_cashback,
2025-08-06 11:09:10,Card Cashback,CRO,0.21110708,,,EUR,0.03,0.0342288288,referral_card_cashback,
2025-08-04 13:24:16,Card Cashback,CRO,5.07816795,,,EUR,0.61,0.6959861856,referral_card_cashback,
2025-08-04 07:31:06,Card Cashback,CRO,0.07269521,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-04 06:55:45,Card Cashback Reversal,CRO,-0.07295913,,,EUR,0.01,0.0114096096,card_cashback_reverted,
2025-08-04 06:54:44,Card Cashback,CRO,0.07295913,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-02 18:37:14,Card Cashback,CRO,3.75091632,,,EUR,0.42,0.4792036032,referral_card_cashback,
2025-08-02 18:08:39,Card Cashback,CRO,20.41362549,,,EUR,2.27,2.5899813792,referral_card_cashback,
2025-08-02 12:34:51,Card Cashback,CRO,0.52279903,,,EUR,0.06,0.0684576576,referral_card_cashback,
2025-08-01 11:58:36,Card Cashback,CRO,0.07200754,,,EUR,0.01,0.0114096096,referral_card_cashback,
2025-08-01 07:16:40,Card Cashback,CRO,0.14166189,,,EUR,0.02,0.0228192192,referral_card_cashback,
2025-08-01 05:13:05,Card Cashback,CRO,9.81903688,,,EUR,1.22,1.3919723712,referral_card_cashback,
2025-07-16 19:37:43,Card Cashback,CRO,36.23247392,,,EUR,3.44,3.9249057024,referral_card_cashback,
2025-07-15 20:02:19,Card Cashback,CRO,3.94093027,,,EUR,0.37,0.4221555552,referral_card_cashback,
2025-07-15 14:27:01,Card Cashback,CRO,48.48251386,,,EUR,4.64,5.2940588544,referral_card_cashback,
2025-07-15 14:23:46,Card Cashback,CRO,48.47353312,,,EUR,4.64,5.2940588544,referral_card_cashback,
2025-07-15 09:49:11,Card Cashback Reversal,CRO,-0.0943137,,,EUR,0.01,0.0114096096,card_cashback_reverted,
2025-07-15 09:48:34,Card Cashback,CRO,0.09439506,,,EUR,0.01,0.0114096096,referral_card_cashback,
